,tweet,user,location
1757,"rt @tarvado: people are dying every few minutes because of lack in #oxygen, we don’t know when this will end.
it’s chaos.
#covid19 ’s wreck…",KavalonThatsMe,"Raleigh, NC #SupportSmallBiz "
1758,rt @santoshscribe: pm @narendramodi @pmoindia surprised by knowing #ventilators #oxygen not reaching villages #pmnarendramodi was taking th…,Madanjhajourno1,"New Delhi, India"
1759,"rt @tarvado: people are dying every few minutes because of lack in #oxygen, we don’t know when this will end.
it’s chaos.
#covid19 ’s wreck…",banballoons,"British Columbia, Canada"
1760,"rt @tarvado: people are dying every few minutes because of lack in #oxygen, we don’t know when this will end.
it’s chaos.
#covid19 ’s wreck…",Tinu,"Texas, somehow."
1761,"rt @gopalkagarwal: we ⁦@noida_dialogue⁩ are running l1 #covidcare centres with #oxygen, #nursingcare #medicines #onlinedoctor consultations…",SonuFagna1,"Greater Noida, India"
1762,"to say that #oxygen blew my mind is an understatement. is it too soon to say that it took my breath away? 

it took… https://t.co/ykltxm1pjm",thefilmnerdette,"Los Angeles, CA"
1763,"rt @arogyaandhra: we thank @railminindia, other organisations involved and the staff who are working relentlessly in the timely delivery of…",pavankumar446,
1764,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",FobGuntur,guntur
1765,"rt @hsglaserchina: the shortage of #oxygen is spreading. laser cutting should not stress on the #oxygencrisis. 
hsg's 12kw fiber laser‘s #a…",SiyaoLiang,
1766,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",NamazHussain7,
1767,rt @airnewsalerts: @narendramodi pm asks for augmentation of healthcare resources in rural areas to focus on door to door testing &amp; surveil…,mangalpandey112,"Mumbai, India"
1768,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,Sagarcastically,"Belgaum, India"
1769,"rt @agf_ofl: #oxygen high rich foods 
eat healthier be healthy
#stayhome
#aari #emip 
@aariarujunan https://t.co/zv19nx1pa2",SivagowriJ,
1770,"rt @itsme_hardik: #pune #oxygen #concentrator

oxygen concentrator available
[5l]

location:- pune
name:-azam
contact no:- 9422026196
reqd:…",Mythlee1,પોતાની દુનિયામાં
1771,"rt @mygovindia: #latestupdate: overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medi…",AmbHanoi,"58-60 Trần Hưng Đạo, Hoàn Kiếm"
1772,"rt @agf_ofl: #oxygen high rich foods 
eat healthier be healthy
#stayhome
#aari #emip 
@aariarujunan https://t.co/zv19nx1pa2",samuthira13,"Chennai, India"
1773,"rt @harinani_: @agnitilak @wasimakramjspk_ try to contact them sir... now.

#vijayawada #oxygen https://t.co/yhjqd6hqdo",Sreekanth0827,India
1774,"rt @teamrapo: #vizagcovid update

#oxygen #plasma &amp; #ambulance service within #vizag region 

contact: +917337335557

verified 16th may ✅…",JeethendraY,
1775,"rt @rhythms22: #navneetkalra exclusive
lawyers tell @republic moving for bail.
kalra wl be produced before cmm,saket court.

delhi court:pr…",manojgokak,India
1776,"#oxygen high rich foods 
eat healthier be healthy
#stayhome
#aari #emip 
@aariarujunan https://t.co/zv19nx1pa2",AGF_OFL,"Chennai, India"
1777,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",manojgokak,India
1778,"rt @teamsosindia: #vijayawada #oxygen

#verified @ 16-may 10:44 pm ✅

oxygen cylinders available
contact : 9676995777

#covid19indiahelp ht…",varunkrsinha,"New Delhi, India"
1779,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",ramcharns,"Andhra Pradesh, Nellore"
1780,"rt @sunil10059370: how to use oximeter
#plasma
#coronavirus
#corona #covidemergency
#covaxin #vaccineforall #oxygen #sundayvibes
https://t.…",ramcharns,"Andhra Pradesh, Nellore"
1781,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",ujjwalsaha1,Kolkata
1782,"belagavi district to get 25 tonnes of oxygen from centre

#belagavi | #oxygen | #belgaum | #covid19  https://t.co/ww3rof3c5u",Belagavi_infra,"Belagavi, Karnataka"
1783,rt @lnathassam: #oxygen will be considered as a lucrative commodity like petrol and diesel in the future ! 🤔,pkbjain,"Assam, India"
1784,"rt @covidhelpchd: verified ✅   

oxygen concentrators , regular beds, oxygen beds, icu beds 👍🏻  spread it

#covidhelphyderabad #hyderabad…",Covid19Help10,
1785,"rt @covidhelpchd: verified ✅   

oxygen concentrators , regular beds, oxygen beds, icu beds 👍🏻  spread it

#covidhelphyderabad #hyderabad…",NSMalvatkar,"Bengaluru South, India"
1786,#oxygen is a #french #scifi film about a woman who wakes up in a cryogenic tube with no memory of who she is or how… https://t.co/71ktcmfirf,PHLFilmCritic,"Philadelphia, PA"
1787,"people are dying every few minutes because of lack in #oxygen, we don’t know when this will end.
it’s chaos.… https://t.co/dxrzpvo2ph",tarvado,Nepal
1788,"rt @svedanthangal: available in north chennai only

#covid19 
#oxygen 
#chennaicovid 

pls amplify.
@chennaicares 
@dilipsrinivasan https:/…",SriniJoseph7,"Chennai,Tamilnadu"
1789,"rt @sandeepsolanki: when we are gasping for oxygen, our leader is busy building a modi mahal.  #lockdown2lifedown
#resignpmmodi #modimahal…",RealNews3362,INDIA-USA🌷🕉🙏 
1790,watching #oxygen  and already given me anxiety,ItsonlyEdrian,New York
1791,"rt @ndtv: #dilsesewa | ""my contribution is a drop in the ocean of work being done by delhi sikh gurudwara management committee and mr sirsa…",Shishir87658253,New Delhi
1792,"rt @zoiizoha: *verified lead*
delhi
oxygen cylinder available
8l for 11 k  (empty) bought for personal use no longer needed. 
pickup form o…",antara_sh,
1793,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,VPraveen76765,"Bengaluru, India"
1794,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",Ssg8xJM7OgmuFC8,
1795,just watched #oxygen omfg ! i hardly blinked - loved it !,Lifeguard50,"London, England"
1796,"rt @yashna_chawla: from tomorrow 100 beds with #oxygen support covid health center at meenakshi college of engineering, kk nagar west, viru…",DXTMRA,
1797,"yes!

do give #oxygen a chance during this week. it deserves all your attention.
https://t.co/hzjsusqhec https://t.co/ohkbdvuv2j",msbreviews,Portugal
1798,"rt @zoiizoha: *verified lead*
delhi
oxygen cylinder available
8l for 11 k  (empty) bought for personal use no longer needed. 
pickup form o…",Covid19Help10,
1799,"*verified lead*
delhi
oxygen cylinder available
8l for 11 k  (empty) bought for personal use no longer needed. 
pic… https://t.co/rolcq3ysyk",zoiizoha,"Moradabad, India"
1800,"rt @oye_ladki: 📌yatharth hospital has around 30 beds ( icu + oxygen).
please check as they'll get exhaust in no time
no: +919582833333

sec…",adityadagar84,"Palwal, India"
1801,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",sandyyindia,Bharat 🇮🇳
1802,"rt @actf_india: healthy routine one should follow to stay away from diseases and any harmful viruses and infection.
#covidー19 #covidsecondw…",KRISHANMOHANKR6,"New Delhi, India"
1803,india is lacking oxygen bcz they sent abhinandan to get it #shameonindia #oxygen #india,BSamosay,
1804,"two air india flights, carrying 34,200 kg of zeolite, used in #oxygen production plants, arrived at the bengaluru a… https://t.co/bpa7dxbgs1",DeccanHerald,India
1805,"the authorities in association with non-profit organization launched on may 4, more than a dozen autorickshaws equi… https://t.co/ybp4ulr77j",india_narrative,Delhi
1806,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",_tikna_,
1807,"rt @harendraks_ips: the #oxygen requirements of #delhi audited and saturated now, most of the #oxygentankers brought from hapa,rajkot by #o…",AjaySha14420684,
1808,"@mangtajogi @indiaunnewyork @ambtstirumurti @meaindia @indemtel @roiramallah b,coz saudia arabia supplies petroleum… https://t.co/j0mg1mbu38",namsodeys,Qatar
1809,"rt @covidplasmain: #vijayawada #oxygen

#verified @ 16-may 10:44 pm ✅

oxygen cylinders available
contact : 9676995777

#covid19indiahelp h…",Ram65903055,
1810,"rt @faithandcare786: #shoutout
we are giving free #oxygen to covid patients, ration kits to daliy wagers &amp; medical support to underprivileg…",NazarINCIndia,"Darbhanga, Delhi India "
1811,rt @ian_boolocklock: over this weekend i watched some movies. one of my favorites is the french claustrophobic sci-fi thriller #oxygen whic…,keithlovemovies,"Ottawa, Ontario, Canada"
1812,over this weekend i watched some movies. one of my favorites is the french claustrophobic sci-fi thriller #oxygen w… https://t.co/huj8tzsks7,Ian_Boolocklock,"Sparta, NJ"
1813,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",angeshkumarjha1,"Angul, Odisha"
1814,"rt @akupofficial: ✅ #𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝   
#hyderabad
oxygen cylinder available

phone: 9966010634
location: hyderabad 

last verified 16 may, 2021,1…",Hyderabadiiiiii,Location
1815,"rt @akupofficial: ✅ #𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝   
#hyderabad
oxygen cylinder available

phone: 9966010634
location: hyderabad 

last verified 16 may, 2021,1…",harish_sara,"Anantapur, India"
1816,rt @malasivaprasad: #oxygen #helpline numbers #karnataka,MusafirStories,India
1817,"rt @ndmaindia: #covid19 | practice pranayam - alternate nostril breathing to ease breathlessness 

#unite2fightcorona #oxygen https://t.co/…",RakeshS90403803,
1818,"rt @ndmaindia: #covid19 | practice pranayam - alternate nostril breathing to ease breathlessness 

#unite2fightcorona #oxygen https://t.co/…",RKSharm99325603,
1819,#oxygen another banger movie!!! holy shit!!! not what i thought it would be at all! 🤩🤩🤩,sweetdizzydee,Alberta
1820,about the weekend.... kindly endeavor to breet.... i will supply oxygen #oxygen #echoke -#weekend https://t.co/qzulnrlx0p,ejooragbo,"Lagos, Nigeria"
1821,"#oxygen is interstellar in a box. literally the whole movie happens inside a cryogenic chamber, where u find an exc… https://t.co/rmkrilke0l",aravind_smilin,"Trivandrum, India"
1822,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",AmitRamchiary8,
1823,"*verified lead*
delhi
oxygen cylinder available
50l &amp; 7l
pickup from dwarka sec. 5 
contact - 8377826447 whatsapp o… https://t.co/8yf8zpggfw",onlyrealmvp,"Berlin, Germany"
1824,"rt @khushnumakashm1: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #ox…",AmitRamchiary8,
1825,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",JusVik1,"London, United Kingdom"
1826,"ex~uttrakhand cm: 🤦🏻‍♂️👇🏻
𝗖𝗼𝗿𝗼𝗻𝗮 𝘃𝗶𝗿𝘂𝘀 𝗵𝗮𝘀 𝗮 𝗹𝗶𝗳𝗲, 𝗩𝗶𝗿𝘂𝘀 𝗮𝗹𝘀𝗼 𝗵𝗮𝘀 𝘁𝗵𝗲 𝗿𝗶𝗴𝗵𝘁 𝘁𝗼 𝗹𝗶𝘃𝗲.

current cm: #tirathsinghrawat… https://t.co/cwgchq2x8y",Deep4IND,𝙆𝙖𝙞𝙡𝙖𝙨𝙖 
1827,"rt @abhyudayjindal: a moment of pride for the entire @jindal_official family as @cmohry inaugurated the 500-bedded, oxygen enabled hospital…",casureshdas,Kolkata
1828,"rt @ddnewslive: 100th #oxygenexpress of #indianrailways delivers relief. 6260 mt of #oxygen delivered by 100 oxygen expresses 

read more:…",RHastsal,"उत्तर प्रदेश, भारत"
1829,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",jones_gsus,
1830,"rt @ndtv: #dilsesewa | ""my contribution is a drop in the ocean of work being done by delhi sikh gurudwara management committee and mr sirsa…",jas180,
1831,"rt @actuml: mélanie by marcel hartman for @ellefr 

#oxygen is now available on netflix ! 

#oxygène est disponible sur netflix ! https://t…",DubanowskiAniol,"Warsaw, Poland"
1832,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",KulvReyatt,United Kingdom
1833,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,mobilegalaxymg,
1834,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Yasin15772,"मुंबई, भारत"
1835,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",AribAffan1,"Nagpur Maharashtra, India"
1836,"be it #oxygen, #ambulance, #icubed or #food, #redvolunteers are doing a commendable job in #westbengal #kolkata. th… https://t.co/6omfwlbiuy",WriterApsara,India
1837,"‘oxygen’ borrows liberally from a plethora of sci-fi sources, but makes for a pleasurable, compelling popcorn enter… https://t.co/wg73os5xx9",SumsionMichael,"London, England"
1838,"rt @stalinjacka: from tomorrow 100 beds with #oxygen support covid health center at meenakshi college of engineering, kk nagar west, viruga…",ryp1276,
1839,"rt @abhyudayjindal: a moment of pride for the entire @jindal_official family as @cmohry inaugurated the 500-bedded, oxygen enabled hospital…",NILESHS12629945,
1840,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,segukranthi,"Chennai, India"
1841,"rt @thesiansims: #erotica280

breathless we move 

to the rhythm 

of a night 

heavy with desire 

a shared by two 

breath of #oxygen 

k…",RavenGenXer,"Choas, US"
1842,"rt @abhyudayjindal: a moment of pride for the entire @jindal_official family as @cmohry inaugurated the 500-bedded, oxygen enabled hospital…",Parja69051599,
1843,"rt @poetryin13: i #selflessly watch
my hedonistic man
lose more #oxygen,
swinging from
the rafters

#erotica280 597
#vssdaily #hedonism",RavenGenXer,"Choas, US"
1844,#haryana home delivery of #oxygen https://t.co/cmjp7l8jut,naashonomics,San Jose
1845,"rt @thesiansims: #erotica280

breathless we move 

to the rhythm 

of a night 

heavy with desire 

a shared by two 

breath of #oxygen 

k…",Erotica280,
1846,"rt @nelsonbrooks15: we touch and we chime as we #rhyme, 
embracing we #begin to #warp time, 
like #oxygen i need, 
the very air that you br…",Erotica280,
